TimeStamp,AccX,AccY,AccZ,GyrX,GyrY,GyrZ
00:00:21:732,-0.04,-0.25,0.97,-0.04,0.09,0.01
00:00:21:832,-0.06,-0.21,1.10,-0.16,0.09,-0.01
00:00:21:932,-0.01,-0.32,1.05,-0.10,0.04,-0.05
00:00:22:032,-0.04,-0.41,0.88,-0.07,0.05,-0.11
00:00:22:132,-0.04,-0.16,0.93,0.04,0.03,-0.08
00:00:22:232,-0.06,-0.21,0.98,-0.11,-0.03,-0.13
00:00:22:333,-0.07,-0.34,1.00,-0.17,0.03,-0.12
00:00:22:432,-0.02,-0.00,1.23,-0.21,0.02,-0.08
00:00:22:532,-0.06,-0.21,0.89,0.02,-0.15,-0.09
00:00:22:632,0.04,-0.08,1.02,-0.13,-0.08,-0.08
00:00:22:732,-0.05,-0.04,1.15,-0.02,-0.01,-0.03
00:00:22:832,-0.11,-0.29,0.93,0.10,0.07,0.02
00:00:22:932,-0.03,-0.34,0.88,-0.29,0.05,0.02
00:00:23:032,0.02,-0.10,1.09,-0.23,-0.04,0.03
00:00:23:132,0.01,-0.10,0.97,-0.13,-0.07,-0.03
00:00:23:232,-0.04,-0.05,1.12,-0.17,-0.01,-0.03
00:00:23:332,-0.01,-0.14,1.07,-0.10,-0.09,-0.03
00:00:23:432,-0.06,-0.03,1.18,-0.19,0.01,-0.03
00:00:23:532,-0.04,-0.02,1.03,-0.12,-0.09,-0.05
00:00:23:632,-0.02,0.02,1.06,0.04,-0.07,-0.07
00:00:23:732,0.01,-0.19,0.97,-0.17,-0.07,-0.01
00:00:23:832,-0.01,0.03,0.89,0.00,-0.06,-0.01
00:00:23:932,-0.07,-0.28,0.80,-0.08,-0.05,-0.08
00:00:24:032,-0.05,-0.46,0.87,-0.05,0.09,0.02
00:00:24:132,-0.04,-0.32,1.01,-0.04,-0.01,-0.00
00:00:24:232,-0.01,-0.27,1.11,-0.22,-0.05,0.01
00:00:24:332,-0.05,-0.12,1.10,-0.13,-0.01,0.01
00:00:24:432,-0.07,-0.43,0.86,-0.12,-0.00,-0.02
00:00:24:532,-0.04,-0.28,1.02,-0.10,-0.02,-0.04
00:00:24:632,0.02,-0.29,1.08,-0.13,-0.00,0.00
00:00:24:732,-0.01,-0.15,1.01,-0.09,-0.02,0.03
00:00:24:832,-0.09,-0.33,0.89,-0.09,0.05,0.07
00:00:24:932,-0.03,-0.16,1.08,-0.07,0.07,0.10
00:00:25:032,0.02,-0.17,1.09,-0.15,0.05,0.06
00:00:25:132,-0.04,-0.18,1.19,-0.19,0.07,0.02
00:00:25:232,-0.11,-0.26,1.02,-0.10,0.03,-0.03
00:00:25:332,-0.09,-0.19,0.97,-0.19,0.07,-0.04
00:00:25:432,-0.07,-0.30,0.85,-0.07,0.00,-0.07
00:00:25:532,-0.07,-0.27,0.82,0.04,-0.00,-0.09
00:00:25:632,-0.08,-0.27,0.94,-0.04,0.02,-0.06
00:00:25:732,-0.08,-0.33,1.02,-0.20,0.06,-0.03
00:00:25:832,-0.05,-0.23,1.06,-0.20,-0.06,-0.03
00:00:25:932,-0.04,-0.05,1.24,-0.23,0.01,-0.01
00:00:26:032,-0.02,-0.20,1.04,-0.18,0.04,-0.02
00:00:26:132,-0.02,-0.32,0.93,-0.07,0.01,-0.05
00:00:26:232,-0.06,-0.34,1.06,-0.20,0.10,-0.04
00:00:26:332,0.03,-0.16,1.17,-0.17,-0.03,-0.05
00:00:26:432,0.01,-0.18,0.99,-0.07,-0.01,-0.02
00:00:26:532,-0.05,-0.18,0.95,-0.22,-0.00,-0.06
00:00:26:632,-0.00,-0.09,0.91,0.02,-0.06,-0.02
00:00:26:732,-0.11,-0.34,1.05,-0.19,0.10,-0.03
00:00:26:832,0.03,-0.13,1.15,0.01,-0.07,-0.01
00:00:26:932,-0.05,-0.33,1.03,-0.25,0.05,-0.04
00:00:27:032,0.02,-0.24,0.95,-0.04,-0.10,-0.05
00:00:27:132,-0.06,-0.13,1.16,-0.16,-0.07,-0.03
00:00:27:232,-0.08,-0.30,0.98,-0.11,-0.05,-0.03
00:00:27:332,0.01,-0.15,1.20,-0.12,-0.09,-0.00
